Category,Messages
Normal,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
Normal,We live in the next  &lt;#&gt; mins
Normal,Y de asking like this.
Normal,Just glad to be talking to you.
Normal,Wat time Ì_ finish?
Normal,Sorry da. I gone mad so many pending works what to do.
Normal,How much you got for cleaning
Normal,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
Cyber_Space,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
Normal,ÌÏ called dad oredi...
Normal,Good. do you think you could send me some pix? I would love to see your top and bottom...
Normal,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
Normal,"Sorry, I'll call later In meeting."
Normal,THIS IS A LONG FUCKIN SHOWR
Normal,"Received, understood n acted upon!"
Normal,They finally came to fix the ceiling.
Normal,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneNormal\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
Normal,Jus finish blowing my hair. U finish dinner already?
Normal,I'm on the bus. Love you
Normal,Lol ... I knew that .... I saw him in the dollar store
Cyber_Space,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
Cyber_Space,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
Normal,Only saturday and sunday holiday so its very difficult:)
Normal,Everybody had fun this evening. Miss you.
Normal,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
Normal,"I'm in a meeting, call me later at"
Normal,Oh wow thats gay. Will firmware update help
Normal,These won't do. Have to move on to morphine
Normal,How come i din c Ì_... Yup i cut my hair...
Normal,K k pa Had your lunch aha.
Normal,Oh ho. Is this the first time u use these type of words
Normal,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
Normal,Of course. I guess god's just got me on hold right now.
Normal,Do you hide anythiing or keeping distance from me
Normal,Havent.
Cyber_Space,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
Normal,Sorry i din lock my keypad.
Normal,Did u got that persons story
Normal,Are you planning to come chennai?
Cyber_Space,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
Normal,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
Normal,We are okay. Going to sleep now. Later
Normal,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
Normal,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
Cyber_Space,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 
Normal,Where r e meeting tmr?
Normal,Lol yes. But it will add some spice to your day.
Normal,Hope you are having a great day.
Normal,Our Prasanth ettans mother passed away last night. Just pray for her and family.
Normal,"K, I'll work something out"
Cyber_Space,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
Normal,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
Normal,I cant pick the phone right now. Pls send a message
Normal,You call him and tell now infront of them. Call him now.
Normal,Ok no prob...
Normal,Ladies first and genus second k .
Normal,No. Yes please. Been swimming?
Normal,Mum not going robinson already.
Normal,Ok set let u noe e details later...
Normal,Not..tel software name..
Normal,I send the print  outs da.
Normal,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
Normal,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
Normal,"I didnt get ur full msg..sometext is missing, send it again"
Normal,"Probably not, I'm almost out of gas and I get some cash tomorrow"
Cyber_Space,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
Normal,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
Normal,I'm leaving my house now.
Cyber_Space,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
Normal,ÌÏ ready then call me...
Normal,Wewa is 130. Iriver 255. All 128 mb.
Normal,It is a good thing I'm now getting the connection to bw
Normal,Sry da..jst nw only i came to home..
Normal,"That's cool he'll be here all night, lemme know when you're around"
Normal,Are you staying in town ?
Normal,"Haha yeah, 2 oz is kind of a shitload"
Normal,Ok u can take me shopping when u get paid =D
Normal,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
Normal,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
Normal,But pls dont play in others life.
Normal,Eatin my lunch...
Normal,Hmmm.but you should give it on one day..
Normal,"Didn't try, g and I decided not to head out"
Normal,Ok no prob
Normal,Surly ill give it to you:-) while coming to review.
Normal,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
Normal,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
Normal,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
Cyber_Space,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
Normal,A guy who gets used but is too dumb to realize it.
Normal,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out."
Normal,Don no da:)whats you plan?
Normal,Yes fine 
Cyber_Space,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
Normal,I liked the new mobile
Normal,Anytime...
Normal,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
Normal,Yar but they say got some error.
Normal,Hey anyway i have to :-)
Normal,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
Normal,Wif my family booking tour package.
Normal,"Did you say bold, then torch later. Or one torch and 2bold?"
Normal,"Haha awesome, I might need to take you up on that, what you doin tonight?"
Normal,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
Normal,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
Normal,Thats cool princess! I will cover your face in hot sticky cum :)
Normal,Big brother‰Û÷s really scraped the barrel with this shower of social misfits
Normal,Oops i thk i dun haf enuff... I go check then tell Ì_..
Normal,S:)8 min to go for lunch:)
Normal,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
Normal,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
Normal,My uncles in Atlanta. Wish you guys a great semester.
Normal,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
Normal,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
Normal,"Yup. Anything lor, if u dun wan it's ok..."
Normal,"I'm home, my love ... If your still awake ... *loving kiss*"
Normal,HELLO PEACH! MY CAKE TASTS LUSH!
Cyber_Space,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
Normal,"There'll be a minor shindig at my place later tonight, you interested?"
Normal,Jason says it's cool if we pick some up from his place in like an hour
Cyber_Space,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
Normal,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
Normal,I've reached already.
Normal,I dont know ask to my brother. Nothing problem some thing that. Just i told .
Normal,K:)eng rocking in ashes:)
Normal,Wat time r Ì_ going to xin's hostel?
Normal,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
Cyber_Space,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
Normal,Oh k:)after that placement there ah?
Normal,"Not for possession, especially not first offense"
Normal,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
Normal,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
Normal,We have pizza if u want
Normal,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
Normal,Many more happy returns of the day. I wish you happy birthday.
Normal,Ya very nice. . .be ready on thursday
Normal,I am in hospital da. . I will return home in evening
Normal,"\Thinking of u ;) x\"""""
Cyber_Space,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
Normal,Orh i tot u say she now still dun believe.
Normal,"When you just put in the + sign, choose my number and the pin will show. Right?"
Normal,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
Normal,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
Normal,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
Cyber_Space,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
Normal,Well boy am I glad G wasted all night at applebees for nothing
Cyber_Space,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
Normal,Ok lor... Or u wan me go look 4 u?
Normal,U wan 2 haf lunch i'm in da canteen now.
Normal,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
Normal,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
Cyber_Space,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
Cyber_Space,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
Normal,I'm home. Doc gave me pain meds says everything is fine.
Normal,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
Normal,Me too! Have a lovely night xxx
Normal,Prepare to be pleasured :)
Normal,Hi.:)technical support.providing assistance to us customer through call and email:)
Normal,if you text on your way to cup stop that should work. And that should be BUS
Normal,Whens your radio show?
Cyber_Space,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
Normal,I'm not sure if its still available though
Normal,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
Normal,CHEERS LOU! YEAH WAS A GOODNITE SNormalE U NEVA CAME! C YA GAILxx
Normal,Hi..i got the money da:)
Normal,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
Normal,Ok then u tell me wat time u coming later lor.
Normal,U repeat e instructions again. Wat's e road name of ur house?
Normal,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
Normal,Quite lor. But dun tell him wait he get complacent...
Normal,Sorry completely forgot * will pop em round this week if your still here?
Normal,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
Normal,O we cant see if we can join denis and mina? Or does denis want alone time
Normal,Sen told that he is going to join his uncle finance in cbe
Normal,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
Normal,"Call me, i am senthil from hsbc."
Normal,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
Normal,Indeed and by the way it was either or - not both !
Cyber_Space,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
Normal,Holy living christ what is taking you so long
Normal,ÌÏ thk of wat to eat tonight.
Normal,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
Normal,We're on the opposite side from where we dropped you off
Normal,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
Normal,Send me your resume:-)
Normal,Gd luck 4 ur exams :-)
Normal,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
Normal,Sorry that was my uncle. I.ll keep in touch
Normal,Saw Guys and Dolls last night with Patrick Swayze it was great
Cyber_Space,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
Cyber_Space,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
Normal,Just come home. I don't want u to be miserable
Normal,I dont know why she.s not getting your messages
Normal,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
Normal,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
Normal,Reverse is cheating. That is not mathematics.
Normal,How do you plan to manage that
Normal,"Er, hello, things didn‰Û÷t quite go to plan ‰ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
Normal,Sorry for the delay. Yes masters
Normal,Call me when u finish then i come n pick u.
Cyber_Space,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
Normal,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
Normal,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
Normal,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
Normal,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
Normal,"fyi I'm at usf now, swing by the room whenever"
Normal,i can call in  &lt;#&gt;  min if thats ok
Normal,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
Normal,ÌÏ no home work to do meh... 
Normal,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
Normal,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
Normal,How's ur paper?
Normal,Got smaller capacity one? Quite ex...
Cyber_Space,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
Normal,Im good! I have been thinking about you...
Cyber_Space,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
Normal,:-) :-)
Normal,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
Normal,I am going to sleep. I am tired of travel.
Normal,"Haha, just what I was thinkin"
Normal,Yup but it's not giving me problems now so mayb i'll jus leave it...
Normal,Lol no. Just trying to make your day a little more interesting
Normal,"How long before you get reply, just defer admission til next semester"
Normal,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
Normal,Po de :-):):-):-):-). No need job aha.
Normal,Rats. Hey did u ever vote for the next themes?
Cyber_Space,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
Normal,I hope your pee burns tonite.
Normal,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
Normal,Yay can't wait to party together!
Normal,....photoshop makes my computer shut down.
Normal,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
Normal,That's one of the issues but california is okay. No snow so its manageable
Cyber_Space,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
Normal,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
Normal,"Awesome, that gonna be soon or later tonight?"
Normal,I need details about that online job.
Cyber_Space,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
Normal,Missing you too.pray inshah allah
Normal,Pls help me tell Ashley that i cant find her number oh
Normal,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
Normal,S.this will increase the chance of winning.
Normal,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
Normal,Maybe you should find something else to do instead???
Normal,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
Normal,I liked your new house
Normal,I'm fine. Hope you are also
Normal,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
Normal,Same to u...
Normal,yes baby! I need to stretch open your pussy!
Normal,Thanks  and ! Or bomb and date as my phone wanted to say! 
Normal,Ok...
Normal,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
Normal,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
Normal,Nokia phone is lovly..
Cyber_Space,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
Cyber_Space,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
Normal,Sorry da..today i wont come to play..i have driving clas..
Normal,I'm really sorry I lit your hair on fire
Normal,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
Normal,Okey dokey swashbuckling stuff what oh.
Normal,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
Normal,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
Normal,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
Normal,Well. You know what i mean. Texting
Normal,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...
Normal,Lol! Oops sorry! Have fun. 
Normal,Wat happened to the cruise thing
Normal,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
Cyber_Space,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
Normal,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
Cyber_Space,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
Normal,Yeah just open chat and click friend lists. Then make the list. Easy as pie
Normal,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
Normal,When/where do I pick you up
Normal,As usual u can call me ard 10 smth.
Normal,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
Normal,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
Normal,Poor girl can't go one day lmao
Normal,Or just do that 6times
Cyber_Space,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
Normal,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
Normal,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
Normal,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
Normal,Its worse if if uses half way then stops. Its better for him to complete it.
Normal,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
Normal,Send me the new number
Normal,Convey my regards to him
Cyber_Space,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
Normal,2 and half years i missed your friendship:-)
Normal,I cant pick the phone right now. Pls send a message
Normal,Oh for fuck's sake she's in like tallahassee
Normal,"Haha, that was the first person I was gonna ask"
Cyber_Space,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
Normal,Taka lor. Wat time u wan 2 come n look 4 us?
Cyber_Space,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
Normal,"\I;m reaching in another 2 stops.\"""""
Normal,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
Cyber_Space,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
Normal,Will you come online today night
Normal,Then anything special?
Normal,"I'm in solihull, | do you want anything?"
Normal,Will do. Have a good day
Normal,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
Normal,Love that holiday Monday feeling even if I have to go to the dentists in an hour
Normal,I am on the way to tirupur.
Cyber_Space,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
Normal,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
Normal,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
Normal,"Just dropped em off, omw back now"
Cyber_Space,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
Normal,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
Normal,Re your call; You didn't see my facebook huh?
Normal,"G says you never answer your texts, confirm/deny"
Normal,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
Normal,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
Normal,Oh yah... We never cancel leh... Haha 
Normal,We can go 4 e Normal pilates after our intro...  
Normal,Ok... Let u noe when i leave my house.
Normal,"Oh yes, why is it like torture watching england?"
Normal,Wanna do some art?! :D
Normal,Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!
Cyber_Space,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
Cyber_Space,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
Normal,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
Normal,Match started.india  &lt;#&gt;  for 2
Normal,Once free call me sir.
Normal,Hey do you want anything to buy:)
Normal,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
Normal,K..k.:)congratulation ..
Normal,G wants to know where the fuck you are
Normal,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
Normal,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
Normal,ÌÏ go home liao? Ask dad to pick me up at 6...
Normal,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
Normal,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
Normal,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
Normal,Wrong phone! This phone! I answer this one but assume the other is people i don't well
Normal,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
Normal,I'm already back home so no probably not
Cyber_Space,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
Cyber_Space,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
Normal,I am in bus on the way to calicut
Normal,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
Normal,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
Cyber_Space,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
Normal,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
Normal,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
Normal,Doing my masters. When will you buy a bb cos i have for sale and how's bf
Normal,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
Normal,I'm vivek:)i got call from your number.
Normal,Why didn't u call on your lunch?
Normal,"What i mean was i left too early to check, cos i'm working a 9-6."
Normal,I want  &lt;#&gt;  rs da:)do you have it?
Normal,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
Normal,Yup ok...
Normal,I want to see your pretty pussy...
Cyber_Space,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
Normal,"A few people are at the game, I'm at the mall with iouri and kaila"
Cyber_Space,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
Cyber_Space,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
Normal,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
Normal,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
Normal,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
Normal,Hey come online! Use msn... We are all there
Normal,I'm fine. Hope you are good. Do take care.
Normal,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
Normal,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
Normal,Yar... I tot u knew dis would happen long ago already.
Normal,You are gorgeous! keep those pix cumming :) thank you!
Normal,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
Normal,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
Normal,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
Normal,So what u doing today?
Normal,I said its okay. Sorry
